input_text,target_text
jaws 4  איפה באיי בהאמה צולם,נסאו
School Of Rock מתי נפתח בלונדון ה,2016-11-14
כמה פרקים יש במאהבי הירח,20.0 אפיזודה
sons of anarchy מתי ג'קסון הפך לנשיא,עונה 4 פרק 14
משימה בלתי אפשרית 3 מה הייתה רגלו של הארנב,מקגאפין
1st mamma mia מתי יצא,2008-07-18
3rd rock from the sun היה שצולם מול קהל חי,yes
מתי הייתה הפעם האחרונה שליברפול היו בליגת האלופות,2020
מי משחקת את דודה גייל בההמבורגרים של בוב,מייגן מולאלי
האם אנדי וסאם היו ביחד ברוקי בלו,yes
מחקר בנושא התנגדות למחלות,חסינות
you just don't love me no more מי שר,ברברה ג'ורג'
מאיפה בא שם המשפחה mullins,אירלנד
הפשוט ביותר לשימוש הצעיר ביותר seuss זה  dr. seuss,Hop on Pop
מתי פג תנאי הסנאטורים בכיתה ב ',2021-01-03
most world series rings team למי יש,ניו יורק יאנקיז
מיהי הבחורה שמכה את ג'ואי בחברים,סוליי מון פריי
כמה הרי געש יש סביב האוקיאנוס הפסיפי,231.0
"מי שכתב את השירים על ""as you were""",ליאם גלאגר
האם יהיו עוד פרקים של משפחת רעם,no
איפה בעולם ניתן למצוא אלמיניום,רוב המקומות בעולם
השם המדעי של הפיל האפריקאי הוא פיל סוואנה אפריקני מה שם המין,פיל סוואנה אפריקני
מתי ארצות הברית נכנסה למלחמת העולם הראשונה,1917-04-06
מי שיחק ב wild wild west  עם will smith,טד לוין
האישה הראשון של הודו ips -מי הפך לקצין ה,קיראן בדי
האם ילד בן 17 יכול לעבוד במשרה מלאה,no
מי שר הכי הרבה שירת סולו בביטלס,ג'ון לנון
מי זכה לשיר הרוק של השנה 2017,דייוויד בואי
היכן נמצא פארק מכללת אוניברסיטת מרילנד,מרילנד
אזור העולם עם רמת הפוריות הנמוכה ביותר הוא,טאיוואן
מהו ערוץ itv+1 ב sky,203.0
מי הופיע בסופרבול יותר מפעם אחת,ביונסה
מי כונה טומי ורסטי ב-gta vice city,ריי ליוטה
מתי הותרו שותפויות אזרחיות בבריטניה,2004
היכן נערכה חגיגת יום העבודה הראשון,ארצות הברית
מי כתב את השיר אתה זה שאני רוצה,ג'ון פראר
we are the world 25 for hait-מיהם האמנים ב,ניקול שרזינגר
מתי הופיעו הפרוטוזואות הראשונות בכדור הארץ,1500000000.0 שנה
put your back into it מי שר את השיר,אייס קיוב
מי זכה בהכי הרבה תארי ווימבלדון,מרטינה נברטילובה
יש בנטפליקס the fall כמה פרקים,17.0
סיכום המדליות הטוב ביותר של הודו במשחקי חבר העמים,101 מדליות בסך הכל בשנת 2010
מתי אומצה וחוקקה אסיפה המכוננת של הודו,1949-11-26
באיזו שנה שולבה  רחמן גרופ,1996
מי שיחק הפטריוטים בשנה שעברה בסופרבול,לוס אנג'לס ראמס
מתי קיבלנו את פסל החירות,1885-06-19
מי היה האמריקאי הראשון שנהרג במלחמת העולם השנייה,רוברט מ. לוסי
ppqn-ב midi  מה שיעור שעון,24.0
"שהקים את ""women's christian temperance union""",פרנסס וילארד
כמה שערים כבש אנדי קורל עבור ווסטהאם,34.0
מי הציע את שתי תורות המוטיבציה,פרדריק הרצברג
מה היא המהדורה האחרונה של מילון אוקספורד,מהדורה 7 (2012)
מיהו אבא של סם במשחקי הכס,רנדיל טארלי
היכן שומר DKIM את מפתחות האישור הציבוריים שלו,Domain Name System
מי היה הנזיר שכתב על ההתקפה על ירושלים,רוברט הנזיר
מי גילמה את ליזה ג׳אן בבית קטן בערבה,לוסי לי פליפין
גולפרים עם 3 לג בגרנד סלאם,רורי מקלרוי
ב50 גוונים של אפור kate  מי שיחקה את,אלואיז ממפורד
איזו סוג אנימציה הוא הסרט קורליין ודלת הקסמים,סטופ מושן
מאיפה נובעת המגפה שנודעה בשם המוות השחור,מרכז אסיה
מהן החלקות הפיזיות העיקריות של הודו,טהאר
המכהן בראש הישיבה המשותפת לפרלמנט ההודי,"יו""ר הלוק סבהא"
the guns of navarone איפה צולם הסרט,יוון
איפה באורגון יורד הכי הרבה גשם,אורגון
מהו האזור הגדול ביותר באוטרקהאנד לפי שטח,אוטראקהאנד
האם אתה צריך ויזה כדי לנסוע לטרינידד שבג'מייקה,no
קרב ביורן הקטן היכן התרחש,ליטל ביגהורן
מהן שלוש המידות של אישה,מותן
איפה קורה לרקוד עם כוכבים,לוס אנג'לס
מתי החלה והסתיימה ההתעוררות הגדולה,1740s
מי המפקח הכללי של משטרת ניגריה,מוחמד אדאמו
rban cowboy בן כמה היה ג'ון טרבולטה כששיחק בסרט,26.0 שנה
the haves and have nots-רשימת הפרקים של,משחק בסוף העמוק
איפה המטבוליזם נמצא בגוף,כבד
מי שיחק במקור את ליונל במשפחת ג'פרסון,מייק אוונס
hardtop קיבלה  bmw 3 series convertible כאשר עשו,2007
מי היו האדריכלים המובילים בתקופה המודרנית,פיליפ ג'ונסון
בן כמה היה הבחור ששיחק את  johnny ב the outsiders,22.0 שנה
המדינה עם מתקן כוח הרוח הגבוהה ביותר בהודו נכון למרץ 2012 היא,טאמיל נאדו
למי יש הכי הרבה חגים בעולם,קמבודיה
מדינות באירופה הדוברות אנגלית כשפה רשמית,גיברלטר
מי היה ה planter של וירג'יניה שנלחם בקרב הראשון במלחמת צרפת והודו,ג'ורג' וושינגטון
bgt-בן כמה צריך להיות כדי ללכת ל,12.0
קיבוץ אורגניזמים יחד על בסיס ההיסטוריה האבולוציונית שלהם נקרא,סיווג אבולוציוני
באיזה גובה מסתיימת האטמוספירה של כדור הארץ,"700 ק""מ מעל פני הים"
כמה זמן לוקח לקונקורד לטוס מפריז לניו יורק,3.5 שעה
pati's mexican table איפה גרה פאטי מ,צ'בי צ'ייס
מתי מתחיל להתחמם במסצ'וסטס,אביב
night at the museum 3-מי שיחקה גברת גווינובר ב,אליס איב
מאיפה נחתך סליל הלונדון,פלאנק סטייק
מזרקת דלק המופצת בזמן נשלטת על ידיי,סיבוב טבעת המצלמה
מתי הייתה הפעם האחרונה ששחקני ה- 76 עלו לפלייאוף,2019
מתי נורה האף של הספינקס,1378
כמה פרקים יש בדראגון בול סופר,131.0
מי שיחק את טומי במפגשים מהסוג האישי,ג'וזף גורדון-לוויט
כמה עלה סופר נינטנדו כשהיא יצא לראשונה,199.0 דולר אמריקני
מי שר את,סינדי ווקר
מאת וויטני יוסטון  i love the lord מי כתב,ריצ'רד סמולווד
take me out to the ballgame מתי שרו לראשונה את,1934
מי שיחקו את זוג הזקנים בהיומן,ג'יימס גארנר
מועצת ההגנה שהוקצתה על ידי בית המשפט מרשימת עורכי דין נקראת,סנגור ציבורי
מתי הייתה הפעם האחרונה באיטליה לא העפילה לגביע העולם,2018
באיזה פרק של זאבים בדם מדי ורדיאן מתנשקים,התגלית
האם אני יכל ללכת מסווה בפלורידה עם רישיון של ג׳ורג׳יה,yes
מי הידוע כאביו של הפרוזה הלטינית,מרקוס פורקיוס קאטו קנסוריוס
מי שיחק את דארת' ויידר הצעיר בשובו של הג'דיי,היידן כריסטנסן
מי שיחק את האמא באבא מתארס המקורי,מורין או'הרה
מי גילם את אפונין הצעיר בסרט עלובי החיים,נטליה אנג'ל וואלאס
מי מייצא את בריטניה הכי הרבה,הולנד
step in the name of love מתי יצא,2011
במהלך שושלת מינג איזו עיר נהייתה שוב עיר הבירה של סין,בייג'ינג
האם מכניסים מים למכונת ערפל,no
איזה ספר נבואה היה הקריאה של הסריס האתיופי,ספר ישעיהו
"איפה נקרא האל לראשונה אב בתנ""ך",הברית הישנה
לאיזה סוג של סטל  יש את זווית ההתקפה הגדולה ביותר,הזדקרות
מתי הלייקרס התחילו ללבוש גופיות לבנות,2002
מי שר את שיר college gameday עם big and rich,קאובוי טרוי
היכן נמצא עמק השבר הגדול באפריקה,אפריקה
בסמוך לאיזו עיר אוסטרית נקבע הסרט צלילי המוזיקה,זלצבורג
כמה אחוזים מהאנרגיה מיוצרים בהודו באמצעות פחם,56.9 אחוז
מי שיחק את הילד ב a dog's purpose,ברייס גישר
באיזו רשת בטלויזיה יש את כתום זה השחור החדש,נטפליקס
ראש ממשלת סרי לנקה 2017 בהינדית,רניל ויקרמסינגה
כמה חברי מקהלת משכן המורמונים יש,360.0
sims freeplayאתה יכול שיהיה לך ב sims  כמה,100.0
מי נמצא בגב שטר של 2 דולר,תומאס ג'פרסון
"ערים באילינוי, שמתחילות באות W",וולשוויל
מתי 13 סיבות מדוע עונה 2 יוצאת,2018-05-18
איזה סוג אקדח משמש באולימפיאדה,רובה ביאתלון
דינוזאור שנראה כמו טי-רקס עם קוצים,קרנוטאורוס
מתי הייתה הפעם האחרונה שארצות הברית הכריזה מלחמה,1942
האם פוליפנול אוקסידאז זהה לקטכול אוקסידאז,no
Donkey Kong Country מי ביצע את המוזיקה של,דוד וייס
